verdict,verification,company_name,website,domain,city,state,phone,address,rating,review_count,google_verified,window_service,segment,also_does_auto_glass,primary_business,confidence,evidence,duplicate_domain,original_spreadsheet_tab
NO,web-searched,Royal Blue Exterior Services,http://www.royalblueexteriors.com/,royalblueexteriors.com,,,+1 469-324-9762,,5.0,37,Yes,,,False,"Exterior cleaning: window cleaning, pressure washing, soft washing",high,"royalblueexteriors.com 'Window Cleaning & Pressure Washing in Dallas-Fort Worth'; /Residential-Pressure-Washing, /frisco window cleaning pages",,Window Cleaning
NO,web-searched,Shine Window cleaning of Dallas Highland Park,https://shine-windowcleaning.com/location/highland-park/,shine-windowcleaning.com,,,+1 214-991-0183,,5.0,221,Yes,,,False,"Window cleaning, pressure washing, gutter cleaning, holiday lighting franchise",high,"shine-windowcleaning.com/location/highland-park/ 'Window Cleaning, Pressure Washing, & Holiday Lighting' — exterior/interior windows, screens, roof and gutter cleaning",,Window Cleaning
NO,web-searched,Shine window cleaning of Preston Hollow,https://shineofprestonhollow.com/,shineofprestonhollow.com,,,+1 214-991-0183,,4.5,2,Yes,,,False,"Window cleaning, pressure washing, gutter cleaning, holiday lighting franchise",high,"Shine of Preston Hollow: 'expert window cleaning, pressure washing, soft washing, gutter cleaning, string light and holiday lights installation' (shine-windowcleaning.com/highland-park/preston-hollow/)",,Window Cleaning
NO,web-searched,Spotlite Outdoor Services,https://www.spotliteservices.com/,spotliteservices.com,,,+1 469-966-8777,,5.0,4,Yes,,,False,"Power washing, fence staining, artificial turf maintenance",high,"spotliteservices.com/power-washing and /artificial-turf-maintenance — 'power washing, fence restoration & staining, artificial turf installation & maintenance'",,Window Cleaning
NO,web-searched,"Trusted Window and Gutter Cleaning, LLC",http://www.trustedwgc.com/,trustedwgc.com,,,+1 336-337-7175,,5.0,34,Yes,,,False,"Window and gutter cleaning, pressure washing",high,"trustedwgc.com — 'started by providing window and gutter cleaning but has now grown into pressure washing, gutter guard installation, and other handyman projects'",,Window Cleaning
NO,web-searched,Vista Home Solutions,https://vistahomesolutions.org/,vistahomesolutions.org,,,,,5.0,9,Yes,,,False,"Window washing, power washing, gutter cleaning",high,"vistahomesolutions.org/home and /gutter-cleaning — 'expert window cleaning and gutter services ... Window Washing, Powerwashing, and Gutter Cleaning'",,Window Cleaning
NO,web-searched,Window Cleaner Pros,https://windowcleanerpros.com/,windowcleanerpros.com,Farmers Branch,TX,+1 469-515-5212,"11410 Mathis Ave, Farmers Branch, TX 75234, United States",5.0,145,Yes,,,False,"Window cleaning, gutter cleaning, pressure washing",high,"windowcleanerpros.com 'Window Cleaner Dallas, TX (Free Estimates)' — 'Window Cleaning, Gutter Cleaning, and Pressure Washing services'",,Window Cleaning
NO,web-searched,Blackbird Custom Exterior Shutters,https://blackbirdshutters.com/,blackbirdshutters.com,Dallas,TX,+1 972-365-4943,"11649 Chairman Dr Ste 2, Dallas, TX 75243, United States",5.0,15,Yes,,,False,Custom exterior (decorative) shutters,medium,"blackbirdshutters.com/exterior-shutters/ — hand-crafted cedar/fiberglass exterior shutters, shutter installation and hardware; HomeAdvisor tags an 'exterior window installation' category but no window install content on their own site",,Blinds-Shades-Drapery
NO,web-searched,CB Anderson Shutter Co,https://www.cbandersonshutterco.com/,cbandersonshutterco.com,Dallas,TX,+1 469-386-6011,"11649 Chairman Dr Ste 2, Dallas, TX 75243, United States",5.0,31,Yes,,,False,Custom exterior/interior shutter manufacture and installation,high,"cbandersonshutterco.com/services/ 'Custom Shutter Services' — 'shutter installation, window treatment removal, window treatment installation or replacement, window treatment repair'",,Blinds-Shades-Drapery
NO,web-searched,Custom Drapery Dallas,http://www.draperydallas.net/,draperydallas.net,,,+1 214-838-5102,,5.0,,Yes,,,False,Custom drapery / window treatments,low,No pages from draperydallas.net indexed in either search; only other Dallas drapery firms returned. Classified from the trade name and the drapery/window-covering category — no direct site evidence found,,Blinds-Shades-Drapery
NO,web-searched,Custom Shade and Shutter,http://www.customshadeandshutter.com/,customshadeandshutter.com,,,+1 866-412-8898,,4.6,102,Yes,,,False,"Motorized roller shades, plantation shutters, patio shutters",high,"customshadeandshutter.com — 'premier retailer of aluminum patio shutter, exterior roller shades, traditional wood plantation shutters, and 100% motorized interior roller shades'",,Blinds-Shades-Drapery
NO,web-searched,Custom Window Treatments,http://www.cwtmore.com/,cwtmore.com,Dallas,TX,+1 972-554-0140,"S Loop 12, Dallas, TX 75211, United States",5.0,3,Yes,,,False,"Custom drapery, upholstery and window treatments",high,"cwtmore.com/services 'Solar Shades, Blinds, Woven Wood, and Shutters'; 'Drapes, Roman Shades, Cornices, Valances ... Upholstery and Reupholstery'",,Blinds-Shades-Drapery
NO,web-searched,Dallas Shutters,http://dallasshutters.info/,dallasshutters.info,,,+1 469-855-8086,,,,Yes,,,False,Plantation shutters / window coverings dealer (A Blind Decision),medium,"dallasshutters.info (Greg Hogan, 469-855-8086): 'Eclipse Shutters that offer control of light, temperature, noise and privacy ... free in-home estimates ... looking for window coverings'",,Blinds-Shades-Drapery
NO,web-searched,ELEVATED WINDOWS COVERINGS,http://elevatedwindowsdfw.com/,elevatedwindowsdfw.com,,,+1 214-940-0279,,5.0,11,Yes,,,False,"Blinds, shutters and motorized shades dealer",high,"elevatedwindowsdfw.com — 'affordable shutters, blinds & motorized shades, with free sales, service, and installation'; listed as a Blinds & Curtains Store",,Blinds-Shades-Drapery
NO,web-searched,Eva's Draperies & Home Decor,http://www.evasdrapes.com/,evasdrapes.com,Dallas,TX,+1 214-995-2628,"2532 Converse St, Dallas, TX 75207, United States",4.9,22,Yes,,,False,Custom drapery and home decor workroom,high,"evasdrapes.com — 'hand-making custom drapes, cornice boards, decorative pillows, bed skirts, roman shades ... also offers shutters, blinds, upholstery'",,Blinds-Shades-Drapery
NO,web-searched,Galaxy Design,https://www.galaxy-design.com/,galaxy-design.com,Dallas,TX,+1 866-215-3173,"3121 Main St #310, Dallas, TX 75226, United States",5.0,6,Yes,,,False,Luxury custom draperies and window treatments,high,"galaxy-design.com 'Custom DIY & Luxury Window Treatment Company' — 'drapes, curtains, valances and hardware for all types of windows'",,Blinds-Shades-Drapery
NO,web-searched,GP Drapery,http://www.gpdrapery.com/,gpdrapery.com,Dallas,TX,+1 214-856-8482,"7015 Twin Hills Ave #145, Dallas, TX 75231, United States",4.7,13,Yes,,,False,Custom drapery and motorized window treatments,high,"gpdrapery.com 'Custom Window Treatments & Drapery Solutions' and /services — 'Drapery, Shades, Motorization, Hardware, Bedding'",,Blinds-Shades-Drapery
NO,web-searched,Love is Blinds-Highland Park,https://www.loveisblindstx.com/window-treatments/highland-park-tx,loveisblindstx.com,,,+1 469-715-3316,,5.0,4,Yes,,,False,"Custom blinds, shades, shutters dealer/installer",high,"loveisblindstx.com/services 'Expert Window Services for Your Home' — 'blinds, shades, plantation shutters, and exterior patio shades'; window-treatment installation only",,Blinds-Shades-Drapery
NO,web-searched,LUX EcoShades LLC,http://www.luxecoshades.com/,luxecoshades.com,Dallas,TX,+1 214-620-8102,"10945 Estate Ln Ste E155, Dallas, TX 75238, United States",5.0,12,Yes,,,False,Custom roller shades and window film,high,"luxecoshades.com/about/ — 'custom roller shades (manual & motorized) and professional window films'; also awnings, curtains, miniblinds, pergolas",,Blinds-Shades-Drapery
NO,web-searched,Made in the Shade,https://mitsnorthcentraldallas.com/?utm_source=gbp,mitsnorthcentraldallas.com,Dallas,TX,+1 469-523-6587,"6060 N Central Expy Suite 500, Dallas, TX 75206, United States",5.0,91,Yes,,,False,"Custom blinds, shades, shutters and drapery franchise",high,"mitsnorthcentraldallas.com 'Custom Window Treatments' — 'custom blinds, shades, shutters, draperies, motorized window treatments and outdoor patio shades'",,Blinds-Shades-Drapery
NO,web-searched,Sierra Blinds,https://www.sierrablinds.com/,sierrablinds.com,Dallas,TX,+1 800-732-3150,"539 W Commerce St #1658, Dallas, TX 75208, United States",4.7,39,Yes,,,False,"Custom blinds, shutters and screens dealer",high,sierrablinds.com — 'custom blinds and shutters ... high quality customized indoor and outdoor blinds and screens'; same-day installation of window coverings,,Blinds-Shades-Drapery
NO,web-searched,Stoneside Blinds & Shades Dallas,https://www.stoneside.com/office/dallas-texas?utm_source=google&utm_medium=local&utm_campaign=gmb-dallas-local,stoneside.com,Dallas,TX,+1 469-903-5535,"4514 Cole Ave Suite 600, Dallas, TX 75205, United States",4.9,259,Yes,,,False,Custom blinds and shades (window coverings),high,"stoneside.com/office/dallas-texas 'Custom Window Treatments in Dallas, TX' — 'custom-made blinds & shades designed, measured and installed'",,Blinds-Shades-Drapery
NO,web-searched,"Sunburst Shutters, Shades & Blinds Dallas",https://www.sunburstshuttersdallas.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_term=website,sunburstshuttersdallas.com,Dallas,TX,+1 214-301-5066,"10990 Petal St Ste 100, Dallas, TX 75238, United States",5.0,127,,,,False,"Plantation shutters, blinds and shades",high,"sunburstshuttersdallas.com 'Shutters, Blinds, & Shades in Dallas, TX' — 'plantation shutters, blinds, shades, draperies and window film'; they install shutters/blinds, not windows",,Blinds-Shades-Drapery
NO,web-searched,The Blind King,https://blindkingco.com/?utm_source=google&utm_medium=gbp&utm_campaign=listing,blindkingco.com,Dallas,TX,+1 817-755-5593,"4245 N Central Expy Suite 490, Dallas, TX 75205, United States",5.0,143,Yes,,,False,"Custom window treatments (blinds, shutters, shades)",high,"blindkingco.com 'The Blind King - Custom Window Treatments in Dallas, TX' — 'Window treatment installation or replacement ... plantation shutters, wood or fauxwood blinds, roller, cellular, or solar shades'",,Blinds-Shades-Drapery
NO,web-searched,The Shade Store,https://www.theshadestore.com/showrooms/texas/dallas?utm_source=google&utm_medium=organic&utm_content=dallas&utm_campaign=gmb-listing%C2%A0,theshadestore.com,Dallas,TX,+1 469-619-4942,"4516 McKinney Ave, Dallas, TX 75205, United States",4.2,47,Yes,,,False,"National custom shades, blinds and drapery retailer",high,"theshadestore.com/showrooms/texas/dallas 'Custom Window Curtains and Blinds Store - Dallas, TX' — 'custom Shades, Blinds, Drapery, and Curtains'; measure + install of window coverings",,Blinds-Shades-Drapery
NO,web-searched,Universal Window Coverings,http://www.universalwindow.net/,universalwindow.net,Dallas,TX,+1 214-905-0011,"4839 Cash Rd, Dallas, TX 75247, United States",5.0,2,Yes,,,False,Plantation shutters and custom wood window treatments,high,"universalwindow.net — 'largest dealer of O'Hair plantation shutters in the Dallas, Ft. Worth ... specializing in custom wood window treatments'; builds shutters for odd-shaped windows, does not install windows",,Blinds-Shades-Drapery
YES,web-searched,Dallas Door Designs,https://www.dallasdoorservices.com/,dallasdoorservices.com,Dallas,TX,+1 214-973-0373,"11239 Leo Ln, Dallas, TX 75229, United States",4.5,101,Yes,Sells and installs windows alongside doors (sliding glass doors & windows); door and window replacement/installation,Residential,False,Custom door sales/installation and remodeling (now trading as Your New Door),medium,dallasdoorservices.com/plano/ page titled 'Plano Doors & Windows'; services listed as 'custom doors ... sliding glass doors & windows'; search summary: 'door and window replacement and installation services in the Plano area',,Door-Only
NO,web-searched,DFW Doors LLC.,http://dfwdoorinstallations.com/,dfwdoorinstallations.com,,,+1 214-725-1557,,4.9,70,Yes,,,False,Door installation and repair only,high,"dfwdoorinstallations.com 'Expert Installation & Repair Services' — 'iron doors, interior doors, exterior doors, sliding glass doors, storm doors, French doors, and pocket doors', door framing and hardware; no windows listed",,Door-Only
YES,web-searched,DfwGlassPros,https://www.dfwglasspros.com/,dfwglasspros.com,Grand Prairie,TX,+1 214-524-8405,"1965 Courtside Dr, Grand Prairie, TX 75051, United States",5.0,3,Yes,"Window installation and replacement (new installs, repairs, upgrades, energy-efficient windows) plus glass work",Both,False,Residential and commercial glass/window installation,high,dfwglasspros.com/about-us — 'committed to providing the highest quality window installation services to residential and commercial clients ... from new installations to repairs and upgrades'; energy efficient windows,,Door-Only
YES,web-searched,Door & Frame Solutions LLC,https://doorframesolutions.com/,doorframesolutions.com,Dallas,TX,+1 214-628-5028,"2627 Brenner Dr, Dallas, TX 75220, United States",4.6,63,Yes,"Aluminum storefront framing, windows and glazing for new construction and remodel, installation available",Commercial,False,"Commercial door, frame, hardware and aluminum storefront supplier/installer",medium,"doorframesolutions.com/aluminum-storefront — 'aluminum doors and frames for exterior storefront and interior openings ... with glass and glazing along with installation available for both remodel and new construction'; product list includes 'aluminum interior frames, doors and windows' and 'window panes'",,Door-Only
