company_name,website,domain,phone,address,rating,review_count,qualified,window_services,also_vehicle_glass,confidence,evidence,source,site_status,locations,other_phones,other_addresses
Lifetime Home Remodeling,http://www.lifetimewindows.com/,lifetimewindows.com,+1 480-550-9993,"4141 S 36th St, Phoenix, AZ 85040, United States",4.8,1049,YES,Replacement window installation; nation's #1 dealer of Infinity from Marvin windows,False,high,"lifetimewindows.com/phoenix-az — 'specializes in high-quality replacements for windows, exterior and patio doors, and baths and showers... they are the nation's #1 dealer of Infinity windows'.",web search,UNREACHABLE,1,,
LIME Shine,http://limeshinewc.com/,limeshinewc.com,+1 512-537-7024,,5,0,UNRESOLVED,unknown — no indexed content found,False,low,"Two searches returned nothing for limeshinewc.com or an Austin 'LIME Shine' at 512-537-7024; only unrelated firms (Shine Window Cleaning of Austin, and a separate LIME Window & Exterior Cleaning in Mo",no usable evidence,UNREACHABLE,1,,
Limelight Windows LLC,http://limelightwindowstx.com/,limelightwindowstx.com,+1 520-301-9089,,5,26,NO,window cleaning,False,medium,Window Cleaning Services in North Dallas | Limelight Windows LLC .,site scrape,NO,1,,
Lion Windows,https://lionwindows.com/,lionwindows.com,+1 512-940-6000,"108 Wild Basin Rd S Suite 250, West Lake Hills, TX 78746, United States",4.6,30,YES,named window styles; window product line; window replacement/installation,False,high,Austin Window Installation: Get a Quote Today | Lion Windows .,site scrape,YES,1,,
LJ Auto Glass,,,+1 512-233-8648,"8800 N Interstate Hwy 35, Austin, TX 78753, United States",5,34,NO,auto glass,False,high,"Yelp 'LJ AUTO GLASS - Austin, Texas - Auto Glass Services', phone (512) 233-8648 matching the batch phone; 'specialize in window repair, windshield repair, window regulators, and mobile window repair' — all vehicle glass.",web search,NO_WEBSITE,2,,
LOA Construction and Austin Roofing,https://www.loaconstruction.com/austin/?utm_campaign=gmb&utm_medium=organic&utm_source=gmblisting,loaconstruction.com,+1 512-375-3654,"706 W Ben White Blvd Ste 200B, Austin, TX 78704, United States",5,991,YES,commercial storefront glazing; installs/replaces windows; named window styles; pane glazing work; replacement windows; window product line; window replacement/installation,False,high,The siding and window installation team at LOA Construction offers same-day estimates and work scheduled within a week.,site scrape,YES,1,,
Load Bearing Wall Pros - Austin,https://www.loadbearingwall.com/,loadbearingwall.com,+1 737-252-8170,"2802 Flintrock Trace #201, Lakeway, TX 78738, United States",5,23,YES,windows & doors,False,high,In most cases we can add on to your home like it was a brand new build with customizable windows and doors configuration.,site scrape,YES,1,,
Local Contracting LLC,https://texaslocalcontracting.com/,texaslocalcontracting.com,+1 512-924-7179,,4.9,35,YES,named window styles; window replacement/installation; windows & doors,False,high,"e Phone Number Email Project Type Kitchen Interior Remodeling Bathroom Additions Full Home Window Replacement Other Price Range $20,000 - $50,000 $50,000 - $70, 000 $70,000 - $100,000 $100,000 - $200,",site scrape,YES,1,,
Local Door & Glass LLC,http://localdoorglass.com/,localdoorglass.com,+1 480-709-6772,"4012 E Broadway Rd #309, Phoenix, AZ 85040, United States",5,16,YES,Custom glass for home doors and windows,False,medium,"Local Door & Glass Facebook page (facebook.com/LocalDoorAndGlass) — 'a glass supplier in Phoenix, AZ that offers custom glass solutions for your home's doors, windows, and more'. Their own domain is not indexed; the Google reviews describe a custom glass insert and door glass work.",web search,UNREACHABLE,1,,
Local Pro Construction,,,+1 512-902-6560,"5305 Hudson Bend Rd, Austin, TX 78734, United States",5,27,NO,remodeling and water-damage restoration contractor,False,low,"Yelp 'LOCAL PRO CONSTRUCTION - 5305 Hudson Bend Rd, Austin, Texas - Handyman'; published service list across two searches is bathroom remodeling, emergency restoration, general contracting, home additions, home remodeling, kitchen restoration, new construction, water damage restoration — windows are",web search,NO_WEBSITE,1,,
LockTight Impact Windows Doors & Roofing,https://locktightimpact.com/?utm_source=omg-gbp&utm_medium=webclick,locktightimpact.com,+1 954-500-5625,"2200 SW 45th St #101, Fort Lauderdale, FL 33312, United States",4.8,2215,YES,window in name + review describes window work,False,medium,,name/review keywords,UNKNOWN,1,,
Lon Smith Roofing,https://www.lonsmith.com/,lonsmith.com,+1 214-221-1400,"10821 Sanden Dr, Dallas, TX 75238, United States",4.6,113,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Lone Star Balcony Service,https://www.lonestarbalcony.com/,lonestarbalcony.com,+1 512-350-6964,,5,29,NO,window cleaning,False,medium,N’S LUXURY CONDOMINIUM COMMUNITIES SERVING AUSTIN’S PREMIER HIGH-RISES Professional Balcony & Window Cleaning for Austin's Luxury Condominium Communities.,site scrape,NO,1,,
Lone Star Glass and Aluminum,https://lonestarglassandaluminum.com/,lonestarglassandaluminum.com,+1 972-748-9481,"6526 Maryibel Cir, Dallas, TX 75237, United States",4.6,14,YES,commercial storefront glazing; installs/replaces windows; insulated glass unit work; named window styles; pane glazing work; reglazing; replacement windows; window product line; window replacement/installation,False,high,"Home | Plano Window Installation, Window Replacement and Glass Replacement .",site scrape,YES,1,,
Lone Star Home Pro,https://lonestarhomepro.com/,lonestarhomepro.com,+1 214-417-6390,,4.8,22,YES,installs/replaces windows; named window styles; window replacement/installation; windows & doors,False,high,ustomer Reviews ★ ★ ★ ★ ★ Follow Us [phone_number] Home Services Custom Door Installation Window Installation Residential Remodeling Kitchen Remodeling Bathroom Remodeling Door & Window Restoration A,site scrape,YES,1,,
Lone Star Solar Screens,http://lonestarsolarscreens.com/,lonestarsolarscreens.com,+1 972-445-0856,"2334 Hinton Dr, Irving, TX 75061, United States",3.9,181,NO,window cleaning; window tint/film,False,medium,ne FAQs Gallery Contact Us The #1 Solar Screen Retailer in the USA Lone Star Solar Screens™ & Window Washing Since 1991 Get A Quote Name Email Phone 1 Phone 2 Address City Zip How did you hear about,site scrape,NO,1,,
LoneStar Glass Replacement,https://glassreplacementaustin.com/,glassreplacementaustin.com,+1 512-431-7056,,4.1,14,YES,building glass replacement; window replacement/installation; windows & doors,False,high,Call us today and get started on your window repair or replacement!,site scrape,YES,1,,
Longhorn Glass,http://longhornglass.net/,longhornglass.net,+1 512-443-9000,"13216 Pond Springs Rd, Austin, TX 78729, United States",4.4,77,YES,building glass replacement; commercial storefront glazing; installs/replaces windows; insulated glass unit work,True,high,ass Commercial Glass Residential Glass Heavy Machinery Window Cleaning Get A FAST Quote Commercial Glass Services FREE Estimates Lifetime Workmanship Warranty Same-Day Services Available Get A FAST Qu,site scrape,YES,1,,
LOOK Cleaning Services,http://www.lookwindowservice.com/,lookwindowservice.com,+1 214-864-0812,,5,67,NO,window cleaning; window tint/film,False,medium,liver a range of services that will leave your place sparkling and inviting. LIST OF SERVICES Window cleaning Professional Window Care power washing Professional Surface Cleaning gutter cleaning Profe,site scrape,NO,1,,
Lopez Auto Glass,,,+1 737-210-2525,,4.8,46,NO,Auto glass,False,medium,"Facebook page 'Lopez Auto Glass': 'skilled, professional glass repair/replacement for windshields, glass doors, quarter glass, and window regulators' — vehicle glass. Phone 737-210-2525 not confirmed in results.",web search,NO_WEBSITE,1,,
Los 3 guerreros,,,+1 469-490-4004,,5,2,UNRESOLVED,unknown,False,low,No Dallas business found under this name or its 469-490-4004 number; results were Los 3 Guerreros Mexican restaurants (Houston) and unrelated Guerrero remodeling contractors.,no usable evidence,NO_WEBSITE,1,,
Louver Shop Shutters of Austin Round Rock & Georgetown,https://www.louvershop.com/locations/louver-shop-of-austin/?utm_source=1751&utm_medium=internet&utm_campaign=gmb-licensee&ls=582,louvershop.com,+1 512-746-7165,,5,7,NO,window treatments,False,medium,"Louver Shop | Shutters, Blinds, Shades & More .",site scrape,NO,1,,
Love is Blinds-Custom Blinds Shades Shutters,https://www.loveisblindstx.com/window-treatments/austin-tx,loveisblindstx.com,+1 512-886-8604,"13785 Research Blvd Ste 125, #317, Austin, TX 78750, United States",5,4,NO,window treatments,False,medium,"Custom Window Treatments in Texas | Blinds, Shades, Shutters & Plantation Shutters .",site scrape,NO,2,+1 469-715-3316,
Love That Door,https://www.lovethatdoor.com/?utm_campaign=gmbdallas,lovethatdoor.com,+1 214-891-3003,"1322 Round Table Dr, Dallas, TX 75247, United States",5,95,YES,commercial storefront glazing; named window styles; pane glazing work; window product line,False,high,olled Steel Aluminum Products lift and slide patio doors aluminum bifold aluminum panoramic aluminum windows garage doors Thermally Broken Additional Features pulls locks finishes glass LTD CATALOG BU,site scrape,YES,1,,
Low Price Auto Glass North Lamar,https://www.lpagnl.com/,lpagnl.com,+1 512-339-0555,"10720 N Lamar Blvd, Austin, TX 78753, United States",4.8,397,NO,auto glass — windshield replacement and repair,False,high,"lpagnl.com — 'high quality automotive glass ... from windshields to windows ... windshield replacement, chip repair, and window tinting ... car window replacement, sunroof repair, and mobile windshield replacement'; Yelp category 'Auto Glass Services'. Vehicles only.",web search,UNKNOWN,1,,
Low Price Auto Glass of South Austin,http://www.lpagatx.com/,lpagatx.com,+1 512-339-6555,"10516 Menchaca Rd Ste 200, Austin, TX 78748, United States",4.8,276,NO,vehicle glass,True,medium,Low Price Auto Glass | Low Price Auto Glass of South Austin .,site scrape,NO,1,,
Lowe's Home Improvement,https://www.lowes.com/store/TX-Bee-Cave/1948?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-1948-_-na-_-0-_-0&y_source=1_MTE4MzQ3Ni03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,lowes.com,+1 512-634-4432,"12611 Suite 100 Shops Pkwy, Bee Cave, TX 78738, United States",4.1,964,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Loyal Home Concierge,https://www.loyalhomeconcierge.com/,loyalhomeconcierge.com,+1 512-994-0072,,5,42,YES,Window pane replacement performed as part of home maintenance work,False,low,"loyalhomeconcierge.com/services/ — 'work included light fixture replacement, paint patching, window pane replacement, and power washing'; 'full service home management and maintenance provider ... preventative maintenance, vendor management'. Window glass work is incidental to a maintenance/coordina",web search,UNKNOWN,1,,
Lucky's Mobile Auto Glass,,,+1 815-985-8259,"1112 10th Ave, Rockford, IL 61104, United States",4.3,43,NO,Auto glass,False,high,"Listings at 1112 10th Ave, Rockford IL 61104 (exact address match): 'Lucky's Mobile Auto Glass specializes in Automotive Glass Replacement Shops', founded 1964.",web search,NO_WEBSITE,1,,
Luft Windows,https://www.luftwindows.com/,luftwindows.com,+1 480-508-8958,"2010 E University Dr #25, Tempe, AZ 85281, United States",5,41,YES,installs/replaces windows; insulated glass unit work; named window styles; pane glazing work; window product line; window replacement/installation; windows & doors,False,high,"European Window Replacement Phoenix, AZ | Luft Windows .",site scrape,YES,1,,
Luma Exteriors,https://lumaexteriors.com/,lumaexteriors.com,+1 512-201-1818,"9600 Escarpment Blvd Ste 745-27, Austin, TX 78749, United States",5,29,YES,installs/replaces windows; pane glazing work; window product line; window replacement/installation; windows & doors,False,high,"emodeling | Austin, Texas Skip to main content Show submenu for Services Services Window Replacement Door Replacement Siding Installation Roofing Gutter Installation Design Services About Us Blog Ope",site scrape,YES,1,,
Luna Glass and Mirror,https://lunaglassmirror.com/,lunaglassmirror.com,+1 214-284-1397,,5,4,YES,commercial storefront glazing; installs/replaces windows; pane glazing work; replacement windows; window product line; window replacement/installation,False,high,Mirrors Custom Mirror Installation Bathroom Vanity Mirrors Frameless Decorative Mirrors Windows Window Repair & Replacement Window Glass Repair Double-Pane Window Replacement Full Window Replacement,site scrape,YES,1,,
Lupe's Auto Glass Service,,,+1 512-296-7345,,5,7,NO,Auto glass service,False,high,"Yelp 'LUPE'S AUTO GLASS SERVICE' Austin TX, phone (512) 296-7345 matches the batch number; auto glass category only, no building glass listed.",web search,NO_WEBSITE,1,,
LUX EcoShades LLC,http://www.luxecoshades.com/,luxecoshades.com,+1 214-620-8102,"10945 Estate Ln Ste E155, Dallas, TX 75238, United States",5,13,NO,window tint/film; window treatments,False,medium,ades.com Free Consultation Financing Home About Services Custom Window Shades Outdoor Screens Window Film Commercial Solutions Shade Repair Security Doors All Services → Areas Dallas Plano Frisco McK,site scrape,NO,1,,
Luxury Auto Works,https://luxuryautoworks.com/location-austin/?utm_campaign=gmb&utm_medium=organic&utm_source=google,luxuryautoworks.com,+1 512-881-8376,"8300 N Lamar Blvd #100, Austin, TX 78753, United States",4.7,861,NO,vehicle glass,True,medium,le Service 4-Wheel Alignment ABS Light Diagnosis ABS Repair AC Compressor Replacement AC Recharge ADAS Calibration Air Filter Replacement Airbag Light Diagnosis Alternator Replacement Annual Service G,site scrape,NO,1,,
