company_name,website,domain,city,state,phone,address,rating,review_count,status,basis,confidence,source
Ranger Window and Door Co. Yes,https://www.rangerwd.com/,rangerwd.com,Austin,TX,+1 512-574-0014,"14155 W U.S. 290 Ste 340, Austin, TX 78737, United States",5,0,YES,name states window installation/replacement/doors,high,name + review keyword filter
Century Glass & Mirror Inc. of Dallas Yes,http://www.centuryglassdallas.com/,centuryglassdallas.com,Dallas,TX,+1 214-823-7773,"1417 N Washington Ave, Dallas, TX 75204, United States",4.9,87,YES,"Plate & window glass repair and replacement, insulated glass replacement, storefront glass; residential and commercial new installations, replacements and repairs",high,verified last run (web search)
Solara Custom Living - Showroom Yes,https://solaracustomliving.com/,solaracustomliving.com,Dallas,TX,+1 214-744-9900,"142 Howell St, Dallas, TX 75207, United States",4.7,30,YES,"Custom steel/iron and thermally broken aluminium windows and doors, made to order and installed for end customers",medium,verified last run (web search)
Priority Roofing Yes,https://priorityroofs.com/location/dallas/,priorityroofs.com,Dallas,TX,+1 469-615-8193,"1420 W Mockingbird Ln Ste 540, Dallas, TX 75247, United States",5,986,NO,"Multi-location residential and commercial roofing contractor (roof inspection, storm damage, replacement)",medium,verified last run (web search)
Peak Roofing and Construction Yes,https://www.peakroofingconstruction.com/,peakroofingconstruction.com,Austin,TX,+1 512-415-6888,"14205 N Mopac Expy 5th Floor, Austin, TX 78728, United States",5,29,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
CastleRock Foundation Repair Excavation Yes,https://www.castlerockfr.com/,castlerockfr.com,Austin,TX,+1 512-436-8662,"14205 N Mopac Expy Ste 504, Austin, TX 78728, United States",4.9,73,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Metroplex windows & Glass Yes,https://mydallaswindows.com/,mydallaswindows.com,Carrollton,TX,+1 972-323-5200,"1425 Century Dr, Carrollton, TX 75006, United States",4.8,809,YES,"Premium window replacement and installation, window repair, custom glass; commercial windows and doors installer",high,verified last run (web search)
AG Window Services Yes,http://www.agwindowservice.com/,agwindowservice.com,Garland,TX,+1 214-856-2935,"1426 Cedar Crest Dr, Garland, TX 75042, United States",5,64,NEEDS_SITE_CHECK,window in name but service type unconfirmed,,name + review keyword filter
Capstone Window Replacement & Doors Yes,https://www.capstonephoenix.com/,capstonephoenix.com,Scottsdale,AZ,+1 480-800-8444,"14301 N 87th St Ste 205 Ste 205, Scottsdale, AZ 85260, United States",4.9,128,YES,name states window installation/replacement/doors,high,name + review keyword filter
Window Universe Dallas Ft Worth Yes,https://windowuniversedfw.com/,windowuniversedfw.com,Irving,TX,+1 844-983-9773,"1431 Greenway Dr Ste 80042, Irving, TX 75038, United States",4.8,48205,YES,"Replacement and custom-made windows plus doors, sold and installed for DFW homeowners; 10 window lines from 3 US manufacturers",high,verified last run (web search)
Nova Window Replacement Yes,http://replacementwindowsalgonquin.com/,replacementwindowsalgonquin.com,Algonquin,IL,+1 224-689-8046,"1435 Geringer Rd, Algonquin, IL 60102, United States",5,61,YES,name states window installation/replacement/doors,high,name + review keyword filter
D&D Contracting Yes,http://www.ddtxcontracting.com/,ddtxcontracting.com,Austin,TX,+1 512-905-8501,"14425 Falcon Head Blvd Bldg E Suite 100, Austin, TX 78738, United States",5,23,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Absolute Auto Glass Mobile Service Yes,https://atxautoglass.com/?utm_source=GMBlisting&utm_medium=organic,atxautoglass.com,Austin,TX,+1 512-577-5720,"14503 State Hwy 71, Austin, TX 78738, United States",4.9,45,NEEDS_SITE_CHECK,"auto-glass name, but may also do building glass — must verify",,name + review keyword filter
SMART REPLACE CORP Yes,http://www.smartreplacecorp.com/,smartreplacecorp.com,Fort Lauderdale,FL,+1 954-658-4298,"1451 W Cypress Creek Rd #300, Fort Lauderdale, FL 33309, United States",4.7,41,YES,review explicitly describes window install/replacement,high,name + review keyword filter
Universoul Window Tinting Yes,,,Fort Lauderdale,FL,+1 561-591-4970,"1451 W Cypress Creek Rd Ste 300, Fort Lauderdale, FL 33309, United States",4,429,NO,window tint/film only,high,name + review keyword filter
Texas Sun and Shade Yes,http://www.txsunandshade.com/,txsunandshade.com,Austin,TX,+1 512-402-0990,"14510 Fitzhugh Rd Building 11, Austin, TX 78736, United States",4.4,122,NO,blinds/shades/shutters/drapery (window treatments),high,name + review keyword filter
TemperaturePro Austin Yes,https://temperatureproaustin.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,temperatureproaustin.com,Austin,TX,+1 512-515-9807,"14707 Fitzhugh Rd, Austin, TX 78736, United States",4.9,361,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
High End Impact Windows & Doors Yes,https://www.impactwindowsndoors.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-pompano-beach&utm_id=local&utm_content=pompano-beach,impactwindowsndoors.com,Pompano Beach,FL,+1 954-782-7100,"1472 S Dixie Hwy E, Pompano Beach, FL 33060, United States",4.9,165,YES,name states window installation/replacement/doors,high,name + review keyword filter
CheckMark Roofing and Exteriors Yes,https://checkmarkexteriors.com/,checkmarkexteriors.com,Austin,TX,+1 512-897-2040,"14900 Avery Ranch Blvd Suite C200, Austin, TX 78717, United States",4.9,47,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Flying Eagles- Home Remodeling Austin Texas Yes,http://flyingeaglesremodeling.com/,flyingeaglesremodeling.com,Austin,TX,+1 512-210-5738,"14900 Avery Ranch Blvd, Austin, TX 78717, United States",5,27,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Huracán Nero Auto Spa Austin Yes,https://www.huracannero.com/austin-tx,huracannero.com,Austin,TX,+1 737-387-5997,"14911 Oklahoma St, Austin, TX 78734, United States",5,773,NO,"unrelated trade, no window signal",high,name + review keyword filter
Ross Howard Designs Yes,https://rosshoward.com/,rosshoward.com,Dallas,TX,+1 972-490-0088,"14999 Preston Rd a460, Dallas, TX 75254, United States",5,103,NO,"Hunter Douglas window coverings, interior design and window film",high,verified last run (web search)
AJ Your Handyman Yes,http://www.ajyourhandyman.com/,ajyourhandyman.com,Austin,TX,+1 512-409-5630,"15009 Dexler Dr, Austin, TX 78734, United States",5,65,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Metro Steel Doors Austin Yes,https://metrosteeldoors.com/,metrosteeldoors.com,Lakeway,TX,+1 512-402-6881,"1501 Ranch Rd 620 N a, Lakeway, TX 78734, United States",4.1,419,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
HOME HERO REPAIR Yes,https://homeherorepair.com/,homeherorepair.com,Rockford,IL,+1 779-348-5373,"1503 Benton St, Rockford, IL 61107, United States",5,22,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Fox Service Company Yes,https://www.foxservice.com/,foxservice.com,Austin,TX,+1 512-488-1120,"1506 Ferguson Ln Ste 102, Austin, TX 78754, United States",4.8,5567,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Glass Rehab Yes,https://www.glassrehab.com/,glassrehab.com,Austin,TX,+1 737-409-2508,"1506 S Congress Ave, Austin, TX 78704, United States",4.9,314,YES,review explicitly describes window install/replacement,high,name + review keyword filter
Top Choice Yes,https://www.topchoiceaustin.com/,topchoiceaustin.com,Austin,TX,+1 512-910-7510,"1508 Ferguson Ln, Austin, TX 78754, United States",5,130,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Zelaya Windows & Glass Yes,https://www.zelayawindows.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=16006523137603938515,zelayawindows.com,Carrollton,TX,+1 469-544-1045,"1510 Randolph St Ste 203, Carrollton, TX 75006, United States",4.4,44147,YES,"Vinyl window replacement and installation, glass replacement, patio doors, storm windows; residential and business",medium,verified last run (web search)
Terrapin Electric Yes,https://terrapinelectric.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile&utm_term=austin&utm_id=gbp,terrapinelectric.com,Austin,TX,+1 512-548-2587,"1514 Ed Bluestein Blvd Ste 301, Austin, TX 78721, United States",4.9,327,NO,"unrelated trade, no window signal",high,name + review keyword filter
Creative Gutter Yes,https://creativegutter.com/,creativegutter.com,Dallas,TX,+1 214-324-4674,"1515 Fuller Dr, Dallas, TX 75218, United States",4.9,138,NO,Residential and commercial gutter contractor (since 1984),high,verified last run (web search)
XPEL Dallas Yes,https://www.dfwclearbra.com/,dfwclearbra.com,Dallas,TX,+1 214-339-9735,"1517 Prudential Dr, Dallas, TX 75235, United States",4.9,242,NO,"Paint protection film, ceramic coating and window film installer",high,verified last run (web search)
RABS Cleaning Yes,,,Lancaster,TX,+1 469-224-0763,"1520 Dewberry Blvd #202, Lancaster, TX 75134, United States",4.8,4,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Austin Windshields Yes,https://austinwindshields.net/auto-glass-austin-tx/,austinwindshields.net,Austin,TX,+1 512-692-7672,"15203 Sophie Dr, Austin, TX 78734, United States",5,342,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
APS Window Tint & PPF Yes,https://www.apsolutionstx.com/,apsolutionstx.com,Austin,TX,+1 512-740-5059,"15210 Fitzhugh Rd #304, Austin, TX 78736, United States",5,80,NEEDS_SITE_CHECK,"auto-glass name, but may also do building glass — must verify",,name + review keyword filter
Gatsby Glass Yes,https://www.gatsbyglass.com/south-austin-tx/,gatsbyglass.com,Austin,TX,+1 737-302-5023,"15210 Fitzhugh Rd Ste 902, Austin, TX 78736, United States",4.9,34,YES,"Residential glass repair and window replacement (incl. foggy/failed units), plus commercial glass and shower/mirror work",high,verified last run (web search)
Treaty Oak Shade Co. Yes,https://treatyoakshade.com/,treatyoakshade.com,Austin,TX,+1 512-939-3446,"15218 Nightingale Ln, Austin, TX 78734, United States",4.9,57,NO,blinds/shades/shutters/drapery (window treatments),high,name + review keyword filter
Custom Sounds & Tint Yes,https://www.customsounds.com/locations/15301-n-ih-35-pflugerville-texas-78660,customsounds.com,Pflugerville,TX,+1 512-910-4880,"15301 N Interstate Hwy 35 c2, Pflugerville, TX 78660, United States",4.5,294,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
CloudIT Austin Yes,https://www.clouditaustin.com/,clouditaustin.com,Austin,TX,+1 716-525-8272,"15310 Storm Dr Unit 201, Austin, TX 78734, United States",5,37,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Cooler Green Solutions Yes,http://www.coolergreensolutions.com/,coolergreensolutions.com,Austin,TX,+1 512-845-2940,"15406 Checotah Dr, Austin, TX 78734, United States",5,128,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Marvin Design Gallery by Mountain West Windows and Doors Yes,https://mwwd.com/locations/az/scottsdale/?utm_source=google&utm_medium=organic&utm_campaign=gbp-profile,mwwd.com,Scottsdale,AZ,+1 480-355-3260,"15507 N Scottsdale Rd, Scottsdale, AZ 85254, United States",4.8,629,YES,name states window installation/replacement/doors,high,name + review keyword filter
Custom FX Window Tinting Yes,http://www.customfxtint.com/,customfxtint.com,Pflugerville,TX,+1 512-990-8468,"15533 N Interstate 35 Frontage Rd #1, Pflugerville, TX 78660, United States",4.9,255,NO,window tint/film only,high,name + review keyword filter
Randy Palmeri & Son Inc Yes,https://www.randypalmeriandson.com/?utm_source=GMB_Listing&utm_medium=Organic&utm_campaign=Website_Button,randypalmeriandson.com,Rockford,IL,+1 833-725-6374,"1560 S Alpine Rd, Rockford, IL 61108, United States",4,72,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Pro Lux Construction Yes,https://proluxcon.com/,proluxcon.com,Sunrise,FL,+1 954-231-2329,"1560 Sawgrass Corporate Pkwy Ste 400, Sunrise, FL 33323, United States",5,33,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Western Pacific Building Materials - Austin Yes,https://www.gowestpac.com/,gowestpac.com,Austin,TX,+1 512-989-1445,"15855 Long Vista Dr #103, Austin, TX 78728, United States",3.9,28,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Auto Tinting Austin LLC Yes,https://autotintingaustin.com/auto-tinting-austin-d/,autotintingaustin.com,Austin,TX,+1 512-956-8468,"1601 Bench Mark Dr Ste C, Austin, TX 78728, United States",4.9,280,NO,window tint/film only,high,name + review keyword filter
Frameless glass and Windows Yes,,,Austin,TX,+1 512-543-6428,"1601 E Slaughter Ln, Austin, TX 78747, United States",2.3,3,NEEDS_SITE_CHECK,window in name but service type unconfirmed,,name + review keyword filter
Chorus Security Yes,https://callchorus.com/locations/austin-tx-home-security/?utm_source=google&utm_medium=gmb&utm_campaign=austin_home_security,callchorus.com,Austin,TX,+1 512-213-4494,"1601 Rutherford Ln, Austin, TX 78754, United States",4.7,130,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Tex Siding & Windows Yes,,,Austin,TX,+1 512-298-2050,"1607 Chelsea Ln, Austin, TX 78704, United States",5,2,NEEDS_SITE_CHECK,window in name but service type unconfirmed,,name + review keyword filter
Absolute Auto Glass Yes,http://www.atxautoglass.com/,atxautoglass.com,Austin,TX,+1 512-577-5720,"1607 Cuernavaca Dr N #400, Austin, TX 78733, United States",5,8,NEEDS_SITE_CHECK,"auto-glass name, but may also do building glass — must verify",,name + review keyword filter
Closets by Design - Austin Yes,https://austin.closetsbydesign.com/?source=gmap,austin.closetsbydesign.com,Austin,TX,+1 512-271-6945,"1611 Headway Cir Building 3, Austin, TX 78754, United States",4.8,596,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Hourglass Solutions LLC Yes,http://hourglassdfw.com/,hourglassdfw.com,Dallas,TX,+1 469-677-5738,"1612 Falcon Drive, Dallas, TX 75247, United States",5,10,YES,"Insulated/tempered/laminated glass supply plus installation and replacement, incl. IGU replacement in existing window frames",high,verified last run (web search)
Window Works Window Cleaning Yes,,,Rockford,IL,+1 815-977-0899,"1614 N Bell School Rd, Rockford, IL 61107, United States",5,16,NO,window cleaning/washing,high,name + review keyword filter
Diamond Collision Glass & Fleet Yes,https://www.dcgf512.com/,dcgf512.com,Austin,TX,+1 512-547-8551,"1618 Future Dr, Austin, TX 78754, United States",5,130,NEEDS_SITE_CHECK,"auto-glass name, but may also do building glass — must verify",,name + review keyword filter
Michael's Keys Locksmith Yes,https://michaelskeyslocksmith.com/locations/michaels-keys-dallas/?utm_source=google-business-listing&utm_medium=organic&utm_campaign=dallas_gbl_profile,michaelskeyslocksmith.com,Dallas,TX,+1 972-498-1021,"1625 W Mockingbird Ln Ste 208, Dallas, TX 75235, United States",4.6,158,NO,"Locksmith and security (key cutting, rekeying, safes, access control, cameras)",high,verified last run (web search)
Auto Enhancements Yes,https://www.autoenhancementsatx.com/,autoenhancementsatx.com,Pflugerville,TX,+1 512-873-9919,"16300 Central Commerce Dr Bldg 3, Pflugerville, TX 78660, United States",4.6,78,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Reliable Sliding Glass Door Repair Yes,http://www.reliabledoorrepair.com/,reliabledoorrepair.com,Fort Lauderdale,FL,+1 954-401-3715,"1640 E Sunrise Blvd Unit 2304, Fort Lauderdale, FL 33304, United States",4.8,133,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Texan Windows Yes,https://texanwindows.com/?utm_source=Ad+Pages&utm_id=Texan+Windows+SEO,texanwindows.com,Buda,TX,+1 512-298-1051,"165 Tecon Cove, Buda, TX 78610, United States",4.5,75,YES,window in name + review describes window work,high,name + review keyword filter
